mode,dataset_name,uuid,use_case,distance_km,utilisation_ratio,share_mass_fraction
truck_euro4_gt32t,Transport, truck (32t, euro4),e1ded83e-a02f-42cd-92f9-81cce21a3a98,packaging_to_plant,230,0.64,1
train_avg_freight,Transportation, train,f28bff05-7e79-46b8-8ac0-7c4d80f0d3fa,packaging_to_plant,280,,1
barge,Transportation, barge,4cfacea0-cce4-4b4d-bd2b-223c8d4c90ae,packaging_to_plant,360,,1
